"2021-12-29 [restartedMain] INFO  c.d.foodtrack.FoodTrackApplication - Starting FoodTrackApplication using Java 15.0.2 on DESKTOP-A8E6OVC with PID 4240 (D:\ALEX\STUDY\5SEM_3COURSE\MTOPIL\FoodTrack\target\classes started by ON in D:\ALEX\STUDY\5SEM_3COURSE\MTOPIL\FoodTrack)
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method getAllFoodCategories returns <200 OK OK,[com.divided.foodtrack.models.FoodCategories@7f091b58, com.divided.foodtrack.models.FoodCategories@33678a08, com.divided.foodtrack.models.FoodCategories@c6495211, com.divided.foodtrack.models.FoodCategories@3be064b6, com.divided.foodtrack.models.FoodCategories@549fa44e, com.divided.foodtrack.models.FoodCategories@1eeeb6d, com.divided.foodtrack.models.FoodCategories@43b0be2b, com.divided.foodtrack.models.FoodCategories@33ec4ccc, com.divided.foodtrack.models.FoodCategories@3f4ee35d, com.divided.foodtrack.models.FoodCategories@4eb52dba, com.divided.foodtrack.models.FoodCategories@383c7a4d, com.divided.foodtrack.models.FoodCategories@cf4226b5],[]>
""2021-12-29 [http-nio-8080-exec-2] INFO  com.divided.foodtrack.logging.Logger - Method: getAllUsersProducts, args: [10, 1, 1]
""2021-12-29 [http-nio-8080-exec-2] INFO  com.divided.foodtrack.logging.Logger - Method getAllUsersProducts returns <200 OK OK,com.divided.foodtrack.myPage.Page@2cad7f48,[]>
""2021-12-29 [http-nio-8080-exec-10] INFO  com.divided.foodtrack.logging.Logger - Method: getAllProducts, args: [12, 1, null, null, -1]
""2021-12-29 [http-nio-8080-exec-10] INFO  com.divided.foodtrack.logging.Logger - Method getAllProducts returns <200 OK OK,com.divided.foodtrack.myPage.Page@3adbf22f,[]>
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method: addUsersDietProduct, args: [com.divided.foodtrack.DTO.ProductUsersDietDTO@c0a300]
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method addUsersDietProduct returns <200 OK OK,com.divided.foodtrack.models.Reports@ddf423f5,[]>
""2021-12-29 [http-nio-8080-exec-7] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, lunch]
""2021-12-29 [http-nio-8080-exec-8] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, breakfast]
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, dinnerDay]
""2021-12-29 [http-nio-8080-exec-4] INFO  com.divided.foodtrack.logging.Logger - Method: getAllDiet, args: [1, 2021-12-29]
""2021-12-29 [http-nio-8080-exec-1] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, dinnerNight]
""2021-12-29 [http-nio-8080-exec-5] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, afternoon]
""2021-12-29 [http-nio-8080-exec-8] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@5682d68c,[]>
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@63d2cac1,[]>
""2021-12-29 [http-nio-8080-exec-7] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@7f10ee75,[]>
""2021-12-29 [http-nio-8080-exec-4] INFO  com.divided.foodtrack.logging.Logger - Method getAllDiet returns <200 OK OK,com.divided.foodtrack.DTO.DayReportDTO@447a99b7,[]>
""2021-12-29 [http-nio-8080-exec-1] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@38bf72f7,[]>
""2021-12-29 [http-nio-8080-exec-5] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@18cb389d,[]>
""2021-12-29 [http-nio-8080-exec-10] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, dinnerDay]
""2021-12-29 [http-nio-8080-exec-2] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, lunch]
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, breakfast]
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, afternoon]
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method: getAllDiet, args: [1, 2021-12-29]
""2021-12-29 [http-nio-8080-exec-8] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, dinnerNight]
""2021-12-29 [http-nio-8080-exec-10] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@1e829ed9,[]>
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method getAllDiet returns <200 OK OK,com.divided.foodtrack.DTO.DayReportDTO@676d2c81,[]>
""2021-12-29 [http-nio-8080-exec-2] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@4e98c455,[]>
""2021-12-29 [http-nio-8080-exec-8] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@3f93a933,[]>
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@32dddbd4,[]>
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@6f5152f2,[]>
""2021-12-29 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
"
